system:index,Blue,Green,L8_Blue,L8_CI,L8_CI_nd,L8_CarbI,L8_FII,L8_FII_nd,L8_Green,L8_IOI,L8_IOI_nd,L8_NDVI,L8_NDWI,L8_NIR,L8_Red,L8_SWIR1,L8_SWIR2,L8_TIR,NIR,RE1,RE2,RE3,RE4,Red,S2_CI,S2_CI_nd,S2_CarbI,S2_FII,S2_FII_nd,S2_IOI,S2_IOI_nd,S2_NDVI,S2_NDWI,SWIR1,SWIR2,label,.geo
2_472,0.04651999846100807,0.0619099996984005,0.041463749999999994,1.3218475410590236,0.13861699402332306,0.7565168969477605,1.1839912092440292,0.08424539864063263,0.06310625,1.922884447258148,0.31574442982673645,0.39076802134513855,-0.4850899577140808,0.18200937500000003,0.07973000000000002,0.2154975,0.16302750000000002,302.921131145,0.16903077065944672,0.10693636536598206,0.1429000049829483,0.15956667065620422,0.18310832977294922,0.08143333345651627,1.314548373222351,0.1359005570411682,0.760717511177063,1.2235536575317383,0.10053890198469162,1.7505016326904297,0.2728599011898041,0.34974047541618347,-0.46384522318840027,0.2240428626537323,0.17043332755565643,0,"{""type"":""Point"",""coordinates"":[30.834875566690673,-17.88843786676183]}"
2_473,0.05050000175833702,0.06822499632835388,0.03926375,1.6812000772726126,0.2540653645992279,0.5948132013069414,1.0404836412405,0.019840218126773834,0.06857875,2.254751520168094,0.3855137526988983,0.4618196189403534,-0.5561910271644592,0.24046750000000003,0.08853,0.2502025,0.14882375,307.9721102,0.21997272968292236,0.1301400065422058,0.17998461425304413,0.20624761283397675,0.24289444088935852,0.08656666427850723,1.614380955696106,0.23500053584575653,0.6194325089454651,1.072235345840454,0.03485863283276558,1.7141913175582886,0.2631322741508484,0.43520039319992065,-0.5265403389930725,0.26043999195098877,0.16132499277591705,0,"{""type"":""Point"",""coordinates"":[27.19319560064044,-17.619462796890957]}"
2_475,0.03782999888062477,0.055855557322502136,0.031240624999999994,1.689585502087601,0.2563909888267517,0.5918611391755139,0.8384203919303236,-0.08789045363664627,0.055314583333333334,2.064899469840953,0.34745004773139954,0.5544187426567078,-0.6053955554962158,0.22504,0.06450875,0.188678125,0.11167125,301.62142903999995,0.20206286013126373,0.10111111402511597,0.16649332642555237,0.19060344994068146,0.21995925903320312,0.06375384330749512,1.6517359018325806,0.24577707052230835,0.6054236888885498,0.9281471371650696,-0.03726525232195854,1.6852720975875854,0.25519654154777527,0.5203172564506531,-0.5668742060661316,0.20415455102920532,0.12359999865293503,0,"{""type"":""Point"",""coordinates"":[29.86044706091693,-16.811226952023787]}"
2_476,0.023399999365210533,0.024049999192357063,0.01634250000000001,1.456399437412095,0.18580016493797302,0.6866248189280544,0.5948158253751706,-0.25406330823898315,0.020893750000000003,0.7947070521646001,-0.11438799649477005,-0.19745296239852905,0.41182929277420044,0.008704375,0.012987499999999985,0.0051775000000000015,0.0035550000000000026,293.58110666,0.008088888600468636,0.013425000011920929,0.009549999609589577,0.009499999694526196,0.007583333179354668,0.014833332970738411,0.9817877411842346,-0.009189805947244167,1.0185500383377075,0.7276018261909485,-0.1576741635799408,0.6339031457901001,-0.22406277060508728,-0.29423171281814575,0.4966292083263397,0.005517647136002779,0.005619999952614307,0,"{""type"":""Point"",""coordinates"":[31.02154912540029,-20.252145835359226]}"
2_477,0.06400000303983688,0.09803999960422516,0.058774999999999994,1.451926709482433,0.18431493639945984,0.6887399986990177,1.2142224625344598,0.09674838930368423,0.09256333333333333,2.1797745640153128,0.37102457880973816,0.3674376606941223,-0.4990047812461853,0.2769545,0.12811625,0.336284375,0.2316125,306.484416995,0.2901357114315033,0.2020999938249588,0.2451000064611435,0.27250000834465027,0.30613332986831665,0.1582999974489212,1.3118070363998413,0.13487587869167328,0.7623072862625122,1.2750980854034424,0.12091700732707977,2.4734373092651367,0.42420148849487305,0.29399022459983826,-0.4948679208755493,0.39035001397132874,0.29756665229797363,0,"{""type"":""Point"",""coordinates"":[27.677851971832574,-16.992860696908398]}"
2_478,0.05392500013113022,0.07355000078678131,0.0443925,1.6224539958812199,0.2373555451631546,0.6163502956253992,1.2685323693177097,0.11837273091077805,0.06895000000000001,2.3046122655854027,0.3947852849960327,0.4033982753753662,-0.5546009540557861,0.24065999999999999,0.1023075,0.30528500000000003,0.1881625,305.24794826,0.23272857069969177,0.1498199999332428,0.18400000035762787,0.20950832962989807,0.2513444423675537,0.11285555362701416,1.5868169069290161,0.2268490493297577,0.6301923990249634,1.3025949001312256,0.1314147561788559,2.0928244590759277,0.35334187746047974,0.3468707203865051,-0.5197182893753052,0.32739999890327454,0.2063249945640564,0,"{""type"":""Point"",""coordinates"":[27.05814120068703,-18.76368456073098]}"
2_479,0.06970000267028809,0.09242500364780426,0.059696250000000006,1.381551462777068,0.16021130979061127,0.7238239232796234,1.2914557538745344,0.1271923929452896,0.0931225,2.236195740938501,0.3819904029369354,0.25329673290252686,-0.41281285881996155,0.22405916666666667,0.13349250000000001,0.28936249999999997,0.2094475,305.51113580000003,0.20510832965373993,0.15853333473205566,0.18195833265781403,0.19679999351501465,0.21752500534057617,0.13522499799728394,1.342808485031128,0.14632374048233032,0.7447078227996826,1.31387197971344,0.1356479525566101,1.9401003122329712,0.319751113653183,0.20533789694309235,-0.3787250518798828,0.2858000099658966,0.21283750236034393,0,"{""type"":""Point"",""coordinates"":[26.239942467940946,-18.53668266606224]}"
2_480,0.07475714385509491,0.10425833612680435,0.054540000000000005,1.4315389011217365,0.17747563123703003,0.698548952610657,1.1878910874344666,0.08587771654129028,0.08520250000000001,1.9912907957462411,0.3313923180103302,0.39648380875587463,-0.493603378534317,0.2513025,0.10860500000000001,0.29852,0.20853083333333333,306.72965993,0.2520875036716461,0.17012499272823334,0.20905999839305878,0.23397499322891235,0.2703999876976013,0.1374666690826416,1.3025041818618774,0.13138049840927124,0.7677518725395203,1.2760109901428223,0.1212696060538292,1.8388432264328003,0.2954877018928528,0.2942359447479248,-0.4148474633693695,0.34503334760665894,0.26489999890327454,0,"{""type"":""Point"",""coordinates"":[25.464762522426042,-17.40410609850648]}"
2_481,0.08366666734218597,0.11156667023897171,0.06422916666666667,1.2101942495557225,0.09510216116905212,0.8263136272272922,1.4569695638559474,0.18598909676074982,0.09834749999999999,2.076558546869932,0.3499229848384857,0.28682181239128113,-0.41978487372398376,0.24065607142857146,0.133375625,0.3506285714285715,0.28972916666666665,306.80257768999996,0.24467143416404724,0.18000000715255737,0.20868000388145447,0.2286333292722702,0.257099986076355,0.1546200066804886,1.1454179286956787,0.06778071075677872,0.8730437755584717,1.466355562210083,0.1890869289636612,1.8480478525161743,0.2977645993232727,0.2255280613899231,-0.37363988161087036,0.37700000405311584,0.32913750410079956,0,"{""type"":""Point"",""coordinates"":[30.46176647208603,-21.244583204038076]}"
2_483,0.06027499958872795,0.07760833203792572,0.04956250000000001,1.4492999586965043,0.18344014883041382,0.6899882898633329,1.0033267714370555,0.0016606234712526202,0.07242875000000001,2.1235813366960907,0.35970932245254517,0.3670552968978882,-0.5167409777641296,0.22732249999999998,0.10525000000000001,0.22807875000000002,0.15737166666666666,309.03340541,0.2299100011587143,0.1527400016784668,0.18798667192459106,0.2115750014781952,0.24292999505996704,0.11598571389913559,1.3843413591384888,0.16119392216205597,0.7223652005195618,1.039599895477295,0.019415538758039474,1.9242756366729736,0.31606996059417725,0.3293602168560028,-0.49526044726371765,0.25255000591278076,0.1824333369731903,0,"{""type"":""Point"",""coordinates"":[32.16581278627777,-16.328372355094505]}"
2_485,0.04261111095547676,0.05534999817609787,0.042495000000000005,1.3934835843845212,0.16439786553382874,0.7176259635966099,1.256166897684686,0.11354075372219086,0.05966874999999999,1.7364395811271918,0.26912328600883484,0.45051753520965576,-0.5310143828392029,0.19479000000000002,0.07379000000000002,0.24468875,0.175595,304.86854804,0.16842499375343323,0.0974428579211235,0.12943999469280243,0.14776666462421417,0.17635555565357208,0.07443749904632568,1.374204397201538,0.15761254727840424,0.7276937961578369,1.3875378370285034,0.1623169332742691,1.7469035387039185,0.2719074487686157,0.3869988024234772,-0.5053066611289978,0.24469999969005585,0.1780666708946228,0,"{""type"":""Point"",""coordinates"":[31.159369939118292,-19.98884943805285]}"
2_486,0.09120000153779984,0.1265999972820282,0.07585249999999999,1.1276302044470983,0.05998702347278595,0.8868155500413559,0.3277844051621301,-0.5062686204910278,0.118401875,1.3186776968458525,0.13743941485881805,-0.6253986358642578,0.6740645170211792,0.02305249999999999,0.100025,0.0075562500000000005,0.006700999999999996,297.13527779000003,0.03550000116229057,0.08640000224113464,0.0414000004529953,0.0414000004529953,0.028200000524520874,0.0984666645526886,1.2272727489471436,0.10204080492258072,0.8148148059844971,0.33510637283325195,-0.49800798296928406,1.0796782970428467,0.03831281140446663,-0.4700174033641815,0.561998724937439,0.009449999779462814,0.007699999958276749,0,"{""type"":""Point"",""coordinates"":[31.390315268725043,-15.685325155750826]}"
2_487,0.05025000125169754,0.06385000050067902,0.042501874999999995,1.4528816875883457,0.18463250994682312,0.688287290384884,1.4377829881805362,0.17958243191242218,0.06347749999999999,2.1564048644912726,0.36636772751808167,0.3511616885662079,-0.5008355379104614,0.19085749999999999,0.09165124999999999,0.27441166666666666,0.1888740625,304.77626150000003,0.18086667358875275,0.12336249649524689,0.14790000021457672,0.16760000586509705,0.19763749837875366,0.0982000008225441,1.3966028690338135,0.1654854565858841,0.7160231471061707,1.4283726215362549,0.17640317976474762,1.9542288780212402,0.3230043649673462,0.29622551798820496,-0.47817203402519226,0.2822999954223633,0.20213332772254944,0,"{""type"":""Point"",""coordinates"":[30.858409727270082,-21.640873719550275]}"
2_490,0.05144999921321869,0.07729999721050262,0.04182583333333333,1.5845042320374683,0.22615720331668854,0.6311122304256195,0.9631031522373958,-0.018795164301991463,0.071569375,2.022942360184097,0.3383929431438446,0.5105244517326355,-0.5697407126426697,0.26111083333333335,0.08461125,0.2514766666666666,0.15871000000000002,302.70722006,0.24944286048412323,0.13439999520778656,0.2047666609287262,0.2300499975681305,0.26063331961631775,0.08834999799728394,1.4927369356155396,0.19766904413700104,0.6699104309082031,0.9856759905815125,-0.0072136553935706615,1.7172011137008667,0.2639485001564026,0.4768983721733093,-0.5268450975418091,0.25690001249313354,0.1720999926328659,0,"{""type"":""Point"",""coordinates"":[31.278824691449636,-17.507357417408784]}"
2_491,0.058683332055807114,0.08520833402872086,0.02792,1.3955050350211067,0.1651029884815216,0.716586450714508,0.9945276575147228,-0.0027436784002929926,0.048875,2.361703080229227,0.4050634503364563,0.4764142632484436,-0.5837059617042542,0.185935,0.06593875000000002,0.18491749999999998,0.132509375,298.55888311999996,0.2805500030517578,0.15821249783039093,0.23845000565052032,0.25824999809265137,0.2958250045776367,0.11212500184774399,1.3945112228393555,0.16475644707679749,0.7170971632003784,1.0391954183578491,0.01922101527452469,1.9106788635253906,0.31287506222724915,0.4289170503616333,-0.5340730547904968,0.3074199855327606,0.2204499989748001,0,"{""type"":""Point"",""coordinates"":[32.91191631880415,-19.670604502731088]}"
2_492,0.07490000128746033,0.10279999673366547,0.06364249999999999,1.5292340256647705,0.20924675464630127,0.6539221487471755,1.3691978224511163,0.1558324098587036,0.0984025,2.1631083788348984,0.36771056056022644,0.3142338693141937,-0.4566868543624878,0.26382875000000006,0.137665625,0.36123375,0.23621875,308.5873538,0.2526416778564453,0.1909399926662445,0.2141599953174591,0.23876667022705078,0.27447500824928284,0.15316666662693024,1.4478346109390259,0.18295133113861084,0.6906866431236267,1.397722840309143,0.16587524116039276,2.0449488162994385,0.3431745171546936,0.24512805044651031,-0.4215647578239441,0.38363999128341675,0.26497501134872437,0,"{""type"":""Point"",""coordinates"":[29.76390311635431,-15.650762916249018]}"
2_493,0.06369999796152115,0.08338750153779984,0.056454687499999996,1.391391916949962,0.1636669933795929,0.7187047645009156,1.3818365403731254,0.16031181812286377,0.08732000000000001,2.2699325602206786,0.38836658000946045,0.30178824067115784,-0.4647008776664734,0.23892750000000004,0.12814833333333334,0.33015875,0.23728666666666667,303.110831255,0.2204333394765854,0.16497500240802765,0.18875999748706818,0.21054500341415405,0.24580000340938568,0.12620000541210175,1.3797080516815186,0.15956078469753265,0.7247909903526306,1.461472749710083,0.18747831881046295,1.9811618328094482,0.3291206359863281,0.2718530595302582,-0.4510745108127594,0.35923001170158386,0.26036667823791504,0,"{""type"":""Point"",""coordinates"":[28.19110439749511,-18.76024799341787]}"
2_494,0.08176666498184204,0.11264000087976456,0.06659875,1.294959421566019,0.12852489948272705,0.7722249696370262,1.3349849028637633,0.14346341788768768,0.10260999999999998,2.215328741155052,0.3779796361923218,0.27148374915122986,-0.43011724948883057,0.25749916666666667,0.14753812500000002,0.3437575,0.26545812500000004,308.65913222,0.25288125872612,0.20016667246818542,0.21927273273468018,0.23929333686828613,0.2667066752910614,0.16744999587535858,1.228668212890625,0.10260310024023056,0.8138893246650696,1.394290804862976,0.16467958688735962,2.047900438308716,0.3438106179237366,0.20324747264385223,-0.383674681186676,0.3718666732311249,0.3026583194732666,0,"{""type"":""Point"",""coordinates"":[28.10138170817757,-15.880811941842367]}"
2_495,0.061400000005960464,0.0829777792096138,0.0507725,1.3999185464801747,0.16663838922977448,0.7143272746220181,1.3902969824841005,0.16328388452529907,0.08083000000000001,2.273105519720321,0.38895949721336365,0.284211665391922,-0.4384697377681732,0.207061875,0.11541124999999999,0.2878775,0.20563875,303.588841352,0.20037999749183655,0.14557500183582306,0.16884545981884003,0.18682000041007996,0.21410000324249268,0.121799997985363,1.3534388542175293,0.15017975866794586,0.7388586401939392,1.4373345375061035,0.1794314682483673,1.9837132692337036,0.32969430088996887,0.24390092492103577,-0.4143250286579132,0.30773332715034485,0.2273714244365692,0,"{""type"":""Point"",""coordinates"":[27.655978125715947,-21.22048804137696]}"
2_496,0.07441428303718567,0.10700768977403641,0.061992500000000006,1.5031877936125693,0.2010187953710556,0.6652528740914853,1.365406078970134,0.1544792205095291,0.1003,2.3944630398838567,0.41080519556999207,0.3052409291267395,-0.4709514379501343,0.27887124999999996,0.14843875,0.38077249999999996,0.25331000000000004,306.94328618000003,0.269496887922287,0.19860833883285522,0.2223142832517624,0.2473529428243637,0.28604286909103394,0.1624000072479248,1.3862403631210327,0.16186146438121796,0.721375584602356,1.3764370679855347,0.15840396285057068,2.1823768615722656,0.371538907289505,0.2479686290025711,-0.43157297372817993,0.39372000098228455,0.28402000665664673,0,"{""type"":""Point"",""coordinates"":[25.830271048485375,-17.26177055002941]}"
2_497,0.06892500072717667,0.08941999822854996,0.060443333333333335,1.379264168400145,0.1594039797782898,0.7250242722972595,1.6011126370892295,0.23109827935695648,0.08561500000000001,1.8719682347101971,0.30361345410346985,0.2982754409313202,-0.4194658398628235,0.20933750000000004,0.11314800000000001,0.33517291666666665,0.24300850000000002,305.363306435,0.2027333378791809,0.14630000293254852,0.17236000299453735,0.18654166162014008,0.2109055519104004,0.12007000297307968,1.3158663511276245,0.13639231026172638,0.7599555850028992,1.6633511781692505,0.24906635284423828,1.7420384883880615,0.2706156373023987,0.2560795545578003,-0.3878557085990906,0.3508099913597107,0.26660001277923584,0,"{""type"":""Point"",""coordinates"":[30.87218911240274,-19.174938119975504]}"
2_498,0.054919999092817307,0.07249999791383743,0.03927291666666667,1.3917007444514946,0.1637749820947647,0.7185452792109599,1.3520283353772675,0.14967010915279388,0.06382125,2.3197665906317964,0.39754801988601685,0.36014944314956665,-0.5042696595191956,0.1936625,0.09110399999999999,0.26183718750000007,0.18814187500000001,303.6085804175,0.19374999403953552,0.13330000638961792,0.16163332760334015,0.1783333271741867,0.2039722204208374,0.10403333604335785,1.3766385316848755,0.15847532451152802,0.7264071106910706,1.4130464792251587,0.17117220163345337,1.8942705392837524,0.3089796006679535,0.3012816607952118,-0.4553990662097931,0.28822222352027893,0.20936666429042816,0,"{""type"":""Point"",""coordinates"":[29.159061335032188,-19.762792862845366]}"
2_499,0.08020000159740448,0.10400000214576721,0.07450499999999999,1.3433303553592437,0.14651384949684143,0.7444185237164334,1.5140722186259885,0.20447790622711182,0.10664333333333333,1.9736930407355213,0.32743561267852783,0.2888104319572449,-0.42837873101234436,0.2664825,0.14705,0.40347375,0.3003533333333333,307.064967692,0.23944999277591705,0.18039999902248383,0.20669999718666077,0.22681111097335815,0.26089999079704285,0.14933332800865173,1.3371655941009521,0.14426259696483612,0.7478505373001099,1.5454198122024536,0.21427497267723083,1.8620115518569946,0.3011907935142517,0.23179149627685547,-0.3943805396556854,0.4032000005245209,0.3015333414077759,0,"{""type"":""Point"",""coordinates"":[31.38639636322509,-17.613626641065775]}"
2_501,0.06518333405256271,0.09593333303928375,0.06021874999999999,1.465320919930088,0.1887465864419937,0.6824443617768803,1.2585892456624588,0.11449149250984192,0.09596600000000001,2.336668396471199,0.40059971809387207,0.33160150051116943,-0.48994240164756775,0.28032875,0.14071124999999998,0.35281875,0.24077916666666668,304.66688486,0.2620857059955597,0.18725000321865082,0.22050000727176666,0.2448636293411255,0.28073999285697937,0.14696000516414642,1.46299147605896,0.1879793256521225,0.6835309863090515,1.351784586906433,0.14958198368549347,2.254564046859741,0.3854783773422241,0.28144946694374084,-0.4640880823135376,0.37950000166893005,0.25940001010894775,0,"{""type"":""Point"",""coordinates"":[29.654878905742994,-17.255404481236106]}"
2_502,0.04171999916434288,0.052400000393390656,0.026943750000000002,1.3842339385984086,0.16115613281726837,0.7224212411758517,0.461630126825472,-0.3683352470397949,0.04300374999999999,1.361053119925771,0.15292036533355713,-0.3631400465965271,0.430195689201355,0.017133124999999992,0.03667187499999999,0.007909166666666662,0.0057137500000000035,298.01029091,0.017899999395012856,0.03799999877810478,0.0210999995470047,0.021250000223517418,0.017666665837168694,0.041999999433755875,1.1364694833755493,0.06387615948915482,0.8799180388450623,0.5922813415527344,-0.2560594379901886,1.0067113637924194,0.0033444848377257586,-0.4023372232913971,0.4907539188861847,0.010463636368513107,0.009207142516970634,0,"{""type"":""Point"",""coordinates"":[29.59685589153642,-15.65686047687354]}"
2_503,0.050999999046325684,0.0720599964261055,0.051854166666666666,1.3588865344982728,0.15214234590530396,0.735896614333013,1.2468572219973153,0.10986778140068054,0.08620624999999998,2.3924789071916432,0.41046059131622314,0.3083280920982361,-0.4626739025115967,0.234665,0.12406,0.29259375,0.21531875,309.55636247,0.20170000195503235,0.1412000060081482,0.1711750030517578,0.1926400065422058,0.2180124968290329,0.10221666842699051,1.3479870557785034,0.14820654690265656,0.7418469190597534,1.2517629861831665,0.11180707812309265,2.0042483806610107,0.33427610993385315,0.3273375332355499,-0.47355350852012634,0.2728999853134155,0.2024500072002411,0,"{""type"":""Point"",""coordinates"":[27.02655613681889,-17.719285333256753]}"
2_504,0.05954999849200249,0.08323333412408829,0.04992,1.4332699207129453,0.17806077003479004,0.6977052860375206,1.2769723408732843,0.12164062261581421,0.07739249999999998,2.0570037059294872,0.3457646071910858,0.3631097078323364,-0.47912994027137756,0.21977375000000005,0.102685625,0.28064500000000003,0.1958075,304.08069443,0.2100333273410797,0.14890000224113464,0.17720000445842743,0.19580000638961792,0.22552500665187836,0.11773333698511124,1.3612868785858154,0.1530042141675949,0.7345990538597107,1.3915677070617676,0.1637284755706787,1.9770501852035522,0.3281940519809723,0.28160274028778076,-0.43237099051475525,0.3138333261013031,0.2305416613817215,0,"{""type"":""Point"",""coordinates"":[27.141188816799566,-17.040816511218082]}"
2_505,0.04853999987244606,0.07113999873399734,0.0382325,1.6864801944841226,0.2555314600467682,0.5929509301506443,0.8294651406684601,-0.0932156890630722,0.06851916666666667,2.1727914732230436,0.3696402609348297,0.49622493982315063,-0.5652928948402405,0.24672375,0.08307125000000001,0.20464875,0.12134666666666666,308.108831,0.22941428422927856,0.14020000398159027,0.19792500138282776,0.22160768508911133,0.25271666049957275,0.08732499927282333,1.501911997795105,0.20061138272285461,0.6658179759979248,0.9324672222137451,-0.03494640067219734,1.7990317344665527,0.2854671776294708,0.4486001431941986,-0.5266079902648926,0.23565000295639038,0.15690000355243683,0,"{""type"":""Point"",""coordinates"":[32.82400714465074,-16.314413248719067]}"
2_506,0.05121666565537453,0.07016666978597641,0.0474175,1.263155583369015,0.11627816408872604,0.7916681152870008,1.4283213636166132,0.1763857752084732,0.07165416666666667,2.1158327621658666,0.358117014169693,0.3349270522594452,-0.47511953115463257,0.20137625,0.10032749999999999,0.28763,0.22770750000000003,305.80850354,0.1969468742609024,0.131400004029274,0.1624000072479248,0.18316428363323212,0.21439999341964722,0.10233332961797714,1.3116247653961182,0.13480769097805023,0.7624131441116333,1.3871269226074219,0.16217273473739624,1.9980474710464478,0.33289915323257446,0.3161369860172272,-0.4746303856372833,0.29739999771118164,0.22674167156219482,0,"{""type"":""Point"",""coordinates"":[30.66942256572112,-18.923818609725977]}"
2_507,0.06816666573286057,0.0877000018954277,0.05689812500000001,1.520162422258334,0.20640034973621368,0.6578244438606847,1.3670362646954775,0.1550615280866623,0.08406125,2.0689829410020097,0.34831830859184265,0.33131447434425354,-0.47203925251960754,0.23437625,0.11772125,0.3204008333333334,0.2107675,306.05630999,0.2292499989271164,0.16140000522136688,0.18546666204929352,0.2096250057220459,0.24269999563694,0.12729999423027039,1.4692453145980835,0.19003592431545258,0.6806215643882751,1.3877215385437012,0.1623813807964325,1.8674815893173218,0.3025238513946533,0.2859346568584442,-0.44660040736198425,0.3368000090122223,0.22923333942890167,0,"{""type"":""Point"",""coordinates"":[25.721902763348137,-19.204412495676213]}"
2_508,0.06882499903440475,0.10185714066028595,0.06304666666666668,1.1943744905191032,0.08857854455709457,0.8372583372618554,1.4807872637479425,0.1938043087720871,0.09606500000000001,2.2711153114095377,0.38858774304389954,0.2525472640991211,-0.4282015562057495,0.239945,0.14318625000000001,0.35530750000000005,0.2974841666666667,307.73455781,0.24517272412776947,0.19764000177383423,0.2161666601896286,0.2332538515329361,0.25679999589920044,0.16833999752998352,1.1599396467208862,0.07404822111129761,0.8621137738227844,1.5480918884277344,0.21509894728660583,2.445913553237915,0.4196023941040039,0.18580499291419983,-0.4129776656627655,0.39754998683929443,0.34273332357406616,0,"{""type"":""Point"",""coordinates"":[32.99080642839682,-17.76474119475374]}"
2_510,0.07337500154972076,0.10085999965667725,0.0653921875,1.3386146197745303,0.1447928249835968,0.7470409968841033,1.4548347023979151,0.1852811872959137,0.09785799999999999,1.9933519253678869,0.3318527042865753,0.2682105004787445,-0.3954855799674988,0.22589937499999999,0.13034964285714287,0.32864625000000003,0.24551222222222224,302.91116192,0.21819999814033508,0.16948333382606506,0.18895000219345093,0.20555713772773743,0.23199999332427979,0.1412000060081482,1.2707852125167847,0.11924740672111511,0.7869150042533875,1.5043103694915771,0.20137695968151093,1.924361228942871,0.3160899579524994,0.21424594521522522,-0.3677678108215332,0.3490000069141388,0.27463334798812866,0,"{""type"":""Point"",""coordinates"":[25.782383296555153,-22.257226116450234]}"
2_511,0.05583333224058151,0.0723000019788742,0.04362250000000001,1.518141311266709,0.20576339960098267,0.6587002096436059,1.3435200506988698,0.1465829312801361,0.06712583333333333,2.389105392859189,0.40987375378608704,0.34296849370002747,-0.5207836031913757,0.2130225,0.10421875,0.2862,0.18852000000000002,304.31824682,0.2162500023841858,0.1428000032901764,0.16997499763965607,0.19318333268165588,0.2303166687488556,0.11702500283718109,1.451619267463684,0.18421265482902527,0.6888858675956726,1.355307936668396,0.15085412561893463,2.0959701538085938,0.35399895906448364,0.297727108001709,-0.49887368083000183,0.3121500015258789,0.21503572165966034,0,"{""type"":""Point"",""coordinates"":[26.186510898155557,-18.732511000009133]}"
2_513,0.06911666691303253,0.08860000222921371,0.05895375,1.5553125082281647,0.2173168659210205,0.6429576015814435,1.21200154675379,0.09584149718284607,0.08565166666666667,2.0906006827385872,0.35287660360336304,0.3634544312953949,-0.5100655555725098,0.26399375,0.12324874999999999,0.31996083333333336,0.20572125000000002,305.13287492,0.2592499852180481,0.1686200052499771,0.20839999616146088,0.23589999973773956,0.2688142955303192,0.1333400011062622,1.4306275844573975,0.17716722190380096,0.698993980884552,1.232573390007019,0.10417277365922928,1.9292018413543701,0.31722015142440796,0.3207162320613861,-0.49058499932289124,0.33133333921432495,0.23160000145435333,0,"{""type"":""Point"",""coordinates"":[28.88774800953735,-16.834613674474287]}"
2_514,0.04742500185966492,0.06480000168085098,0.029822083333333325,1.6660736485617524,0.24983318150043488,0.6002135625056285,0.958883323875552,-0.020989853888750076,0.052601250000000016,2.284380981655094,0.39105725288391113,0.4968239963054657,-0.587855339050293,0.20265500000000003,0.068125,0.1943225,0.116635,302.269485632,0.20985768735408783,0.1196800023317337,0.17237143218517303,0.19445769488811493,0.22562727332115173,0.08251111209392548,1.5906639099121094,0.22799712419509888,0.6286683082580566,1.0812078714370728,0.03901960700750351,1.7398231029510498,0.2700258493423462,0.43556827306747437,-0.5281398892402649,0.2439499944448471,0.15336363017559052,0,"{""type"":""Point"",""coordinates"":[29.855962864190605,-16.649329036995034]}"
2_516,0.07491666823625565,0.10279999673366547,0.060088125000000006,1.2589227643908432,0.11462222784757614,0.7943299051263654,1.1889324916112154,0.08631261438131332,0.09783416666666667,2.3027324450546587,0.39444079995155334,0.2273338884115219,-0.3839578628540039,0.2197875,0.13836687499999997,0.2613125,0.20756833333333335,308.5019033,0.22543999552726746,0.1745000034570694,0.1978749930858612,0.21387143433094025,0.23161999881267548,0.14790000021457672,1.2045990228652954,0.09280556440353394,0.8301517367362976,1.1509273052215576,0.07016848027706146,1.9741934537887573,0.3275488018989563,0.2076927125453949,-0.37362906336784363,0.2665777802467346,0.22130000591278076,0,"{""type"":""Point"",""coordinates"":[29.014150659096227,-22.201002494010368]}"
2_517,0.06485000252723694,0.0857200026512146,0.05463625,1.2406665033354787,0.10740844160318375,0.8060183758580914,1.2981870808566962,0.12974882125854492,0.08011614583333335,1.9893767111273803,0.33096420764923096,0.2933689057826996,-0.42581140995025635,0.19894250000000002,0.10869208333333333,0.2582645833333333,0.20816600000000002,308.697584945,0.20194999873638153,0.14867499470710754,0.17800000309944153,0.19529999792575836,0.21924999356269836,0.11577499657869339,1.1846563816070557,0.08452420681715012,0.8441266417503357,1.3182060718536377,0.13726390898227692,1.785273551940918,0.28193768858909607,0.27122512459754944,-0.40403932332992554,0.2890166640281677,0.24396666884422302,0,"{""type"":""Point"",""coordinates"":[25.596451537355797,-16.65308248192621]}"
2_518,0.062166668474674225,0.0808333307504654,0.05014000000000002,1.6016236625291016,0.23124930262565613,0.6243663997951391,1.3175322999980152,0.13701310753822327,0.07241500000000001,2.333865177502991,0.40009573101997375,0.3656679093837738,-0.5534761548042297,0.251935,0.11702000000000001,0.3319325,0.20724750000000003,304.57118030000004,0.24413570761680603,0.16402916610240936,0.18997499346733093,0.22116249799728394,0.2617500126361847,0.13136667013168335,1.5087761878967285,0.20279857516288757,0.6627888083457947,1.3250715732574463,0.1398114114999771,2.1131367683410645,0.3575611412525177,0.30031511187553406,-0.5025167465209961,0.34683749079704285,0.22988000512123108,0,"{""type"":""Point"",""coordinates"":[26.125427855963213,-18.961458158120152]}"
2_519,0.0450916662812233,0.05900000035762787,0.041642499999999985,1.503856604118685,0.2012322098016739,0.6649570160221736,1.3047937625544461,0.13224339485168457,0.06608083333333332,2.19133097196374,0.3733022212982178,0.37240371108055115,-0.5024564266204834,0.19954750000000002,0.09125250000000001,0.26036833333333337,0.17313375,303.88586728999996,0.16778124868869781,0.11110000312328339,0.13781249523162842,0.15379999577999115,0.1804800033569336,0.08742500096559525,1.529084324836731,0.2091999650001526,0.6539861559867859,1.5078308582305908,0.20249804854393005,1.9388283491134644,0.31945666670799255,0.31486785411834717,-0.4796747863292694,0.27213332056999207,0.17797142267227173,0,"{""type"":""Point"",""coordinates"":[31.28886755670696,-18.702449811613295]}"
